"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","albidoflavus_J1074","albidoflavus_J1074_R2","albidoflavus_SM254","albidoflavus_UYFA156","albidoflavus_W68"
"group_225","","hypothetical protein","5","5","1","1","772","","","","713","713","713","albidoflavus_J1074_00145","albidoflavus_J1074_R2_00145","albidoflavus_SM254_00160","albidoflavus_UYFA156_00456","albidoflavus_W68_00389"
"group_226","","hypothetical protein","5","5","1","1","771","","","","1328","1328","1328","albidoflavus_J1074_00146","albidoflavus_J1074_R2_00146","albidoflavus_SM254_00161","albidoflavus_UYFA156_00455","albidoflavus_W68_00388"
"iucC_1","","Aerobactin synthase","5","5","1","1","718","","","","1862","1862","1862","albidoflavus_J1074_00190","albidoflavus_J1074_R2_00190","albidoflavus_SM254_00203","albidoflavus_UYFA156_00446","albidoflavus_W68_00380"
"iucB","","hypothetical protein","5","5","1","1","717","","","","785","794","787","albidoflavus_J1074_00191","albidoflavus_J1074_R2_00191","albidoflavus_SM254_00204","albidoflavus_UYFA156_00445","albidoflavus_W68_00379"
"iucA","","N(2)-citryl-N(6)-acetyl-N(6)-hydroxylysine synthase","5","5","1","1","716","","","","1889","1895","1892","albidoflavus_J1074_00192","albidoflavus_J1074_R2_00192","albidoflavus_SM254_00205","albidoflavus_UYFA156_00444","albidoflavus_W68_00378"
"dat","","Diaminobutyrate--2-oxoglutarate aminotransferase","5","5","1","1","715","","","","1274","1358","1341","albidoflavus_J1074_00193","albidoflavus_J1074_R2_00193","albidoflavus_SM254_00206","albidoflavus_UYFA156_00443","albidoflavus_W68_00377"
"group_232","","hypothetical protein","5","5","1","1","713","","","","1205","1205","1205","albidoflavus_J1074_00195","albidoflavus_J1074_R2_00195","albidoflavus_SM254_00208","albidoflavus_UYFA156_00441","albidoflavus_W68_00375"
"group_233","","hypothetical protein","5","5","1","1","707","","","","542","542","542","albidoflavus_J1074_00201","albidoflavus_J1074_R2_00201","albidoflavus_SM254_00214","albidoflavus_UYFA156_00430","albidoflavus_W68_00365"
"group_234","","hypothetical protein","5","5","1","1","702","","","","818","824","821","albidoflavus_J1074_00206","albidoflavus_J1074_R2_00206","albidoflavus_SM254_00219","albidoflavus_UYFA156_00427","albidoflavus_W68_00362"
"cyc2","","Germacradienol/geosmin synthase","5","5","1","1","699","","","","2285","2285","2285","albidoflavus_J1074_00208","albidoflavus_J1074_R2_00209","albidoflavus_SM254_00222","albidoflavus_UYFA156_00425","albidoflavus_W68_00360"
"group_236","","hypothetical protein","5","5","1","1","698","","","","1367","1373","1369","albidoflavus_J1074_00209","albidoflavus_J1074_R2_00210","albidoflavus_SM254_00223","albidoflavus_UYFA156_00424","albidoflavus_W68_00359"
"ureA","","Urease subunit alpha","5","5","1","1","693","","","","737","755","747","albidoflavus_J1074_00214","albidoflavus_J1074_R2_00215","albidoflavus_SM254_00228","albidoflavus_UYFA156_00419","albidoflavus_W68_00354"
"cstA","","Peptide transporter CstA","5","5","1","1","691","","","","2222","2234","2228","albidoflavus_J1074_00216","albidoflavus_J1074_R2_00217","albidoflavus_SM254_00230","albidoflavus_UYFA156_00416","albidoflavus_W68_00351"
"group_240","","hypothetical protein","5","5","1","1","690","","","","242","242","242","albidoflavus_J1074_00217","albidoflavus_J1074_R2_00218","albidoflavus_SM254_00231","albidoflavus_UYFA156_00415","albidoflavus_W68_00350"
"cyc1","","Epi-isozizaene synthase","5","5","1","1","686","","","","974","974","974","albidoflavus_J1074_00221","albidoflavus_J1074_R2_00222","albidoflavus_SM254_00235","albidoflavus_UYFA156_00411","albidoflavus_W68_00346"
"group_242","","hypothetical protein","5","5","1","1","677","","","","722","722","722","albidoflavus_J1074_00228","albidoflavus_J1074_R2_00229","albidoflavus_SM254_00242","albidoflavus_UYFA156_00403","albidoflavus_W68_00339"
"group_243","","hypothetical protein","5","5","1","1","673","","","","617","620","618","albidoflavus_J1074_00232","albidoflavus_J1074_R2_00233","albidoflavus_SM254_00246","albidoflavus_UYFA156_00399","albidoflavus_W68_00335"
"group_244","","hypothetical protein","5","5","1","1","670","","","","989","989","989","albidoflavus_J1074_00235","albidoflavus_J1074_R2_00236","albidoflavus_SM254_00249","albidoflavus_UYFA156_00395","albidoflavus_W68_00332"
"betI_2","","HTH-type transcriptional regulator BetI","5","5","1","1","668","","","","614","614","614","albidoflavus_J1074_00237","albidoflavus_J1074_R2_00238","albidoflavus_SM254_00251","albidoflavus_UYFA156_00393","albidoflavus_W68_00330"
"group_247","","N-acetyldiaminopimelate deacetylase","5","5","1","1","666","","","","1277","1286","1284","albidoflavus_J1074_00239","albidoflavus_J1074_R2_00240","albidoflavus_SM254_00253","albidoflavus_UYFA156_00392","albidoflavus_W68_00328"
"group_248","","hypothetical protein","5","5","1","1","665","","","","176","206","200","albidoflavus_J1074_00240","albidoflavus_J1074_R2_00241","albidoflavus_SM254_00254","albidoflavus_UYFA156_00391","albidoflavus_W68_00327"
"group_249","","hypothetical protein","5","5","1","1","660","","","","1067","1067","1067","albidoflavus_J1074_00245","albidoflavus_J1074_R2_00246","albidoflavus_SM254_00258","albidoflavus_UYFA156_00385","albidoflavus_W68_00321"
"afsR_1","","Regulatory protein AfsR","5","5","1","1","654","","","","1886","1886","1886","albidoflavus_J1074_00250","albidoflavus_J1074_R2_00251","albidoflavus_SM254_00263","albidoflavus_UYFA156_00379","albidoflavus_W68_00316"
"group_251","","hypothetical protein","5","5","1","1","653","","","","233","233","233","albidoflavus_J1074_00251","albidoflavus_J1074_R2_00252","albidoflavus_SM254_00264","albidoflavus_UYFA156_00378","albidoflavus_W68_00315"
"ydaF","","Putative ribosomal N-acetyltransferase YdaF","5","5","1","1","650","","","","557","563","559","albidoflavus_J1074_00254","albidoflavus_J1074_R2_00255","albidoflavus_SM254_00267","albidoflavus_UYFA156_00375","albidoflavus_W68_00312"
"mqnB","","Futalosine hydrolase","5","5","1","1","645","","","","725","725","725","albidoflavus_J1074_00270","albidoflavus_J1074_R2_00272","albidoflavus_SM254_00272","albidoflavus_UYFA156_00366","albidoflavus_W68_00306"
"group_256","","hypothetical protein","5","5","1","1","642","","","","251","329","266","albidoflavus_J1074_00273","albidoflavus_J1074_R2_00275","albidoflavus_SM254_00275","albidoflavus_UYFA156_00363","albidoflavus_W68_00303"
"yfiY","","putative siderophore-binding lipoprotein YfiY","5","5","1","1","575","","","","977","977","977","albidoflavus_J1074_00279","albidoflavus_J1074_R2_00281","albidoflavus_SM254_00281","albidoflavus_UYFA156_00354","albidoflavus_W68_00297"
"fepC_1","","Ferric enterobactin transport ATP-binding protein FepC","5","5","1","1","576","","","","854","854","854","albidoflavus_J1074_00280","albidoflavus_J1074_R2_00282","albidoflavus_SM254_00282","albidoflavus_UYFA156_00353","albidoflavus_W68_00296"
"yfhA_1","","putative siderophore transport system permease protein YfhA","5","5","1","1","577","","","","1082","1094","1086","albidoflavus_J1074_00281","albidoflavus_J1074_R2_00283","albidoflavus_SM254_00283","albidoflavus_UYFA156_00352","albidoflavus_W68_00295"
"yfiZ_1","","putative siderophore transport system permease protein YfiZ","5","5","1","1","578","","","","1064","1133","1091","albidoflavus_J1074_00282","albidoflavus_J1074_R2_00284","albidoflavus_SM254_00284","albidoflavus_UYFA156_00351","albidoflavus_W68_00294"
"gph","","Phosphoglycolate phosphatase","5","5","1","1","579","","","","686","686","686","albidoflavus_J1074_00283","albidoflavus_J1074_R2_00285","albidoflavus_SM254_00285","albidoflavus_UYFA156_00350","albidoflavus_W68_00293"
"group_262","","hypothetical protein","5","5","1","1","580","","","","1019","1064","1046","albidoflavus_J1074_00284","albidoflavus_J1074_R2_00286","albidoflavus_SM254_00286","albidoflavus_UYFA156_00348","albidoflavus_W68_00291"
"dnaA","","Chromosomal replication initiator protein DnaA","5","5","1","1","598","","","","1937","2093","2060","albidoflavus_J1074_00287","albidoflavus_J1074_R2_00329","albidoflavus_SM254_00289","albidoflavus_UYFA156_00283","albidoflavus_W68_00250"
"group_267","","hypothetical protein","5","5","1","1","476","","","","1202","1220","1214","albidoflavus_J1074_00317","albidoflavus_J1074_R2_00393","albidoflavus_SM254_00326","albidoflavus_UYFA156_00272","albidoflavus_W68_00241"
"group_268","","hypothetical protein","5","5","1","1","468","","","","599","599","599","albidoflavus_J1074_00323","albidoflavus_J1074_R2_00399","albidoflavus_SM254_00333","albidoflavus_UYFA156_00266","albidoflavus_W68_00235"
"folP1","","Dihydropteroate synthase","5","5","1","1","465","","","","797","860","822","albidoflavus_J1074_00326","albidoflavus_J1074_R2_00402","albidoflavus_SM254_00336","albidoflavus_UYFA156_00263","albidoflavus_W68_00232"
"group_270","","hypothetical protein","5","5","1","1","462","","","","761","761","761","albidoflavus_J1074_00329","albidoflavus_J1074_R2_00405","albidoflavus_SM254_00339","albidoflavus_UYFA156_00260","albidoflavus_W68_00229"
"opuBC","","Choline-binding protein","5","5","1","1","461","","","","989","989","989","albidoflavus_J1074_00330","albidoflavus_J1074_R2_00406","albidoflavus_SM254_00340","albidoflavus_UYFA156_00259","albidoflavus_W68_00228"
"group_272","","hypothetical protein","5","5","1","1","460","","","","1202","1220","1212","albidoflavus_J1074_00331","albidoflavus_J1074_R2_00407","albidoflavus_SM254_00341","albidoflavus_UYFA156_00258","albidoflavus_W68_00227"
"group_274","","hypothetical protein","5","5","1","1","449","","","","1106","1106","1106","albidoflavus_J1074_00341","albidoflavus_J1074_R2_00417","albidoflavus_SM254_00351","albidoflavus_UYFA156_00245","albidoflavus_W68_00216"
"ytrA","","HTH-type transcriptional repressor YtrA","5","5","1","1","448","","","","416","416","416","albidoflavus_J1074_00342","albidoflavus_J1074_R2_00418","albidoflavus_SM254_00352","albidoflavus_UYFA156_00244","albidoflavus_W68_00215"
"group_276","","hypothetical protein","5","5","1","1","447","","","","371","371","371","albidoflavus_J1074_00343","albidoflavus_J1074_R2_00419","albidoflavus_SM254_00353","albidoflavus_UYFA156_00243","albidoflavus_W68_00214"
"group_277","","hypothetical protein","5","5","1","1","444","","","","257","275","264","albidoflavus_J1074_00346","albidoflavus_J1074_R2_00422","albidoflavus_SM254_00356","albidoflavus_UYFA156_00240","albidoflavus_W68_00211"
"sucD","","Succinate-semialdehyde dehydrogenase (acetylating)","5","5","1","1","442","","","","1424","1427","1425","albidoflavus_J1074_00348","albidoflavus_J1074_R2_00424","albidoflavus_SM254_00358","albidoflavus_UYFA156_00238","albidoflavus_W68_00209"
"group_279","","hypothetical protein","5","5","1","1","440","","","","176","176","176","albidoflavus_J1074_00350","albidoflavus_J1074_R2_00426","albidoflavus_SM254_00360","albidoflavus_UYFA156_00236","albidoflavus_W68_00207"
"group_280","","hypothetical protein","5","5","1","1","438","","","","1262","1262","1262","albidoflavus_J1074_00352","albidoflavus_J1074_R2_00428","albidoflavus_SM254_00362","albidoflavus_UYFA156_00234","albidoflavus_W68_00205"
"group_281","","hypothetical protein","5","5","1","1","436","","","","680","683","681","albidoflavus_J1074_00354","albidoflavus_J1074_R2_00430","albidoflavus_SM254_00364","albidoflavus_UYFA156_00232","albidoflavus_W68_00203"
"group_282","","hypothetical protein","5","5","1","1","434","","","","533","533","533","albidoflavus_J1074_00356","albidoflavus_J1074_R2_00432","albidoflavus_SM254_00366","albidoflavus_UYFA156_00230","albidoflavus_W68_00201"
"group_283","","hypothetical protein","5","5","1","1","432","","","","1046","1049","1047","albidoflavus_J1074_00358","albidoflavus_J1074_R2_00434","albidoflavus_SM254_00368","albidoflavus_UYFA156_00228","albidoflavus_W68_00199"
"group_284","","hypothetical protein","5","5","1","1","431","","","","1205","1205","1205","albidoflavus_J1074_00359","albidoflavus_J1074_R2_00435","albidoflavus_SM254_00369","albidoflavus_UYFA156_00227","albidoflavus_W68_00198"
"liaR","","Transcriptional regulatory protein LiaR","5","5","1","1","430","","","","494","689","650","albidoflavus_J1074_00360","albidoflavus_J1074_R2_00436","albidoflavus_SM254_00370","albidoflavus_UYFA156_00226","albidoflavus_W68_00197"
"group_291","","hypothetical protein","5","5","1","1","425","","","","908","908","908","albidoflavus_J1074_00405","albidoflavus_J1074_R2_00481","albidoflavus_SM254_00414","albidoflavus_UYFA156_00222","albidoflavus_W68_00192"
"iucD","","L-lysine N6-monooxygenase","5","5","1","1","422","","","","1310","1310","1310","albidoflavus_J1074_00408","albidoflavus_J1074_R2_00484","albidoflavus_SM254_00417","albidoflavus_UYFA156_00219","albidoflavus_W68_00189"
"ddc","","L-2,4-diaminobutyrate decarboxylase","5","5","1","1","421","","","","1457","1457","1457","albidoflavus_J1074_00409","albidoflavus_J1074_R2_00485","albidoflavus_SM254_00418","albidoflavus_UYFA156_00218","albidoflavus_W68_00188"
"viuB","","Vibriobactin utilization protein ViuB","5","5","1","1","420","","","","866","866","866","albidoflavus_J1074_00410","albidoflavus_J1074_R2_00486","albidoflavus_SM254_00419","albidoflavus_UYFA156_00217","albidoflavus_W68_00187"
"nicR","","HTH-type transcriptional repressor NicR","5","5","1","1","416","","","","512","512","512","albidoflavus_J1074_00413","albidoflavus_J1074_R2_00489","albidoflavus_SM254_00423","albidoflavus_UYFA156_00214","albidoflavus_W68_00184"
"nemA","","N-ethylmaleimide reductase","5","5","1","1","415","","","","1061","1061","1061","albidoflavus_J1074_00414","albidoflavus_J1074_R2_00490","albidoflavus_SM254_00424","albidoflavus_UYFA156_00213","albidoflavus_W68_00183"
"dltA_1","","D-alanine--D-alanyl carrier protein ligase","5","5","1","1","1010","","","","3128","10766","8448","albidoflavus_J1074_00022","albidoflavus_J1074_R2_00022","albidoflavus_SM254_00073","albidoflavus_UYFA156_00545","albidoflavus_W68_00477"
"group_301","","hypothetical protein","5","5","1","1","361","","","","593","593","593","albidoflavus_J1074_00466","albidoflavus_J1074_R2_00542","albidoflavus_SM254_00475","albidoflavus_UYFA156_00203","albidoflavus_W68_00173"
"ycdX","","phosphatase YcdX","5","5","1","1","356","","","","1073","1073","1073","albidoflavus_J1074_00471","albidoflavus_J1074_R2_00547","albidoflavus_SM254_00480","albidoflavus_UYFA156_00199","albidoflavus_W68_00169"
"group_303","","hypothetical protein","5","5","1","1","355","","","","1232","1238","1235","albidoflavus_J1074_00472","albidoflavus_J1074_R2_00548","albidoflavus_SM254_00481","albidoflavus_UYFA156_00198","albidoflavus_W68_00168"
"carA2","","zeta-carotene-forming phytoene desaturase","5","5","1","1","354","","","","1541","1541","1541","albidoflavus_J1074_00473","albidoflavus_J1074_R2_00549","albidoflavus_SM254_00482","albidoflavus_UYFA156_00197","albidoflavus_W68_00167"
"pds","","15-cis-phytoene desaturase","5","5","1","1","348","","","","1559","1559","1559","albidoflavus_J1074_00479","albidoflavus_J1074_R2_00554","albidoflavus_SM254_00487","albidoflavus_UYFA156_00192","albidoflavus_W68_00164"
"group_306","","hypothetical protein","5","5","1","1","347","","","","1262","1262","1262","albidoflavus_J1074_00480","albidoflavus_J1074_R2_00555","albidoflavus_SM254_00488","albidoflavus_UYFA156_00191","albidoflavus_W68_00163"
"group_307","","hypothetical protein","5","5","1","1","346","","","","1313","1325","1317","albidoflavus_J1074_00481","albidoflavus_J1074_R2_00556","albidoflavus_SM254_00489","albidoflavus_UYFA156_00190","albidoflavus_W68_00162"
"group_308","","hypothetical protein","5","5","1","1","345","","","","950","950","950","albidoflavus_J1074_00482","albidoflavus_J1074_R2_00557","albidoflavus_SM254_00490","albidoflavus_UYFA156_00189","albidoflavus_W68_00161"
"rosB","","8-demethyl-8-aminoriboflavin-5'-phosphate synthase","5","5","1","1","344","","","","722","722","722","albidoflavus_J1074_00483","albidoflavus_J1074_R2_00558","albidoflavus_SM254_00491","albidoflavus_UYFA156_00188","albidoflavus_W68_00160"
"rpsR1","","30S ribosomal protein S18 1","5","5","1","1","343","","","","239","239","239","albidoflavus_J1074_00484","albidoflavus_J1074_R2_00559","albidoflavus_SM254_00492","albidoflavus_UYFA156_00187","albidoflavus_W68_00159"
"yciC","","Putative metal chaperone YciC","5","5","1","1","342","","","","1148","1148","1148","albidoflavus_J1074_00485","albidoflavus_J1074_R2_00560","albidoflavus_SM254_00493","albidoflavus_UYFA156_00186","albidoflavus_W68_00158"
"rpmB","","hypothetical protein","5","5","1","1","339","","","","236","293","270","albidoflavus_J1074_00488","albidoflavus_J1074_R2_00563","albidoflavus_SM254_00496","albidoflavus_UYFA156_00183","albidoflavus_W68_00155"
"rpsN","","30S ribosomal protein S14","5","5","1","1","338","","","","305","305","305","albidoflavus_J1074_00489","albidoflavus_J1074_R2_00564","albidoflavus_SM254_00497","albidoflavus_UYFA156_00182","albidoflavus_W68_00154"
"group_314","","hypothetical protein","5","5","1","1","337","","","","359","359","359","albidoflavus_J1074_00490","albidoflavus_J1074_R2_00565","albidoflavus_SM254_00498","albidoflavus_UYFA156_00181","albidoflavus_W68_00153"
"adhA","","putative alcohol dehydrogenase AdhA","5","5","1","1","335","","","","1043","1190","1101","albidoflavus_J1074_00492","albidoflavus_J1074_R2_00567","albidoflavus_SM254_00500","albidoflavus_UYFA156_00179","albidoflavus_W68_00151"
